year,province_id,subject_category_id,score,count_at_score,cumulative_count
2024,7,2,468,249,18540
2024,7,2,467,284,18824
2024,7,2,466,247,19071
2024,7,2,465,295,19366
2024,7,2,464,285,19651
2024,7,2,463,289,19940
2024,7,2,462,261,20201
2024,7,2,461,292,20493
2024,7,2,460,269,20762
2024,7,2,459,282,21044
2024,7,2,458,290,21334
2024,7,2,457,288,21622
2024,7,2,456,273,21895
2024,7,2,455,284,22179
2024,7,2,454,268,22447
2024,7,2,453,254,22701
2024,7,2,452,286,22987
2024,7,2,451,268,23255
2024,7,2,450,300,23555
2024,7,2,449,287,23842
2024,7,2,448,243,24085
2024,7,2,447,269,24354
2024,7,2,446,318,24672
