year,province_id,subject_category_id,score,count_at_score,cumulative_count
2024,5,2,418,395,39464
2024,5,2,417,380,39844
2024,5,2,416,377,40221
2024,5,2,415,444,40665
2024,5,2,414,402,41067
2024,5,2,413,428,41495
2024,5,2,412,431,41926
2024,5,2,411,394,42320
2024,5,2,410,396,42716
2024,5,2,409,431,43147
2024,5,2,408,402,43549
2024,5,2,407,392,43941
2024,5,2,406,422,44363
2024,5,2,405,417,44780
2024,5,2,404,399,45179
2024,5,2,403,434,45613
2024,5,2,402,407,46020
2024,5,2,401,394,46414
2024,5,2,400,402,46816
2024,5,2,399,326,47142
2024,5,2,398,399,47541
2024,5,2,397,413,47954
2024,5,2,396,392,48346
2024,5,2,395,413,48759
2024,5,2,394,366,49125
2024,5,2,393,398,49523
2024,5,2,392,379,49902
2024,5,2,391,404,50306
2024,5,2,390,375,50681
2024,5,2,389,388,51069
2024,5,2,388,376,51445
2024,5,2,387,379,51824
2024,5,2,386,405,52229
2024,5,2,385,402,52631
2024,5,2,384,394,53025
2024,5,2,383,388,53413
2024,5,2,382,352,53765
2024,5,2,381,345,54110
2024,5,2,380,343,54453
2024,5,2,379,377,54830
2024,5,2,378,311,55141
2024,5,2,377,377,55518
2024,5,2,376,352,55870
2024,5,2,375,375,56245
2024,5,2,374,322,56567
2024,5,2,373,380,56947
2024,5,2,372,357,57304
2024,5,2,371,356,57660
2024,5,2,370,349,58009
2024,5,2,369,328,58337
2024,5,2,368,324,58661
2024,5,2,367,332,58993
2024,5,2,366,336,59329
2024,5,2,365,325,59654
2024,5,2,364,318,59972
2024,5,2,363,302,60274
2024,5,2,362,321,60595
2024,5,2,361,312,60907
2024,5,2,360,329,61236
2024,5,2,359,340,61576
2024,5,2,358,317,61893
2024,5,2,357,296,62189
2024,5,2,356,317,62506
2024,5,2,355,309,62815
2024,5,2,354,288,63103
2024,5,2,353,291,63394
2024,5,2,352,285,63679
2024,5,2,351,275,63954
2024,5,2,350,275,64229
2024,5,2,349,299,64528
2024,5,2,348,289,64817
2024,5,2,347,282,65099
2024,5,2,346,291,65390
2024,5,2,345,303,65693
2024,5,2,344,266,65959
2024,5,2,343,248,66207
2024,5,2,342,318,66525
2024,5,2,341,255,66780
2024,5,2,340,268,67048
2024,5,2,339,274,67322
2024,5,2,338,241,67563
2024,5,2,337,277,67840
2024,5,2,336,258,68098
2024,5,2,335,225,68323
2024,5,2,334,222,68545
2024,5,2,333,259,68804
2024,5,2,332,235,69039
2024,5,2,331,229,69268
2024,5,2,330,179,69447
2024,5,2,329,259,69706
2024,5,2,328,225,69931
2024,5,2,327,260,70191
2024,5,2,326,205,70396
2024,5,2,325,218,70614
2024,5,2,324,215,70829
2024,5,2,323,196,71025
2024,5,2,322,204,71229
2024,5,2,321,187,71416
2024,5,2,320,217,71633
2024,5,2,319,190,71823
2024,5,2,318,203,72026
2024,5,2,317,174,72200
2024,5,2,316,186,72386
2024,5,2,315,213,72599
2024,5,2,314,178,72777
2024,5,2,313,186,72963
2024,5,2,312,160,73123
2024,5,2,311,154,73277
2024,5,2,310,174,73451
2024,5,2,309,172,73623
2024,5,2,308,167,73790
2024,5,2,307,133,73923
2024,5,2,306,158,74081
2024,5,2,305,142,74223
2024,5,2,304,144,74367
2024,5,2,303,158,74525
2024,5,2,302,138,74663
2024,5,2,301,117,74780
2024,5,2,300,144,74924
